2008,1,9,3,1814,1810,2016,2015,WN,504,N715SW,62,65,45,1,4,LAS,PHX,256,6,11,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1741,1740,2005,1950,WN,559,N528SW,84,70,45,15,1,LAS,PHX,256,6,33,0,,0,0,0,15,0,0
2008,1,9,3,1558,1545,1756,1750,WN,668,N728SW,58,65,42,6,13,LAS,PHX,256,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1202,1205,1421,1415,WN,752,N359SW,79,70,43,6,-3,LAS,PHX,256,6,30,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1108,1110,1312,1315,WN,781,N690SW,64,65,41,-3,-2,LAS,PHX,256,7,16,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,959,1005,1215,1215,WN,871,N380SW,76,70,46,0,-6,LAS,PHX,256,6,24,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,816,820,1016,1025,WN,1034,N204WN,60,65,44,-9,-4,LAS,PHX,256,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,2123,2110,2319,2310,WN,1403,N348SW,56,60,41,9,13,LAS,PHX,256,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,2034,2040,2230,2240,WN,1682,N270WN,56,60,43,-10,-6,LAS,PHX,256,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,632,635,828,840,WN,2103,N207WN,56,65,41,-12,-3,LAS,PHX,256,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1459,1450,1711,1655,WN,2726,N265WN,72,65,54,16,9,LAS,PHX,256,4,14,0,,0,9,0,7,0,0
2008,1,9,3,1947,1945,2202,2150,WN,2991,N705SW,75,65,46,12,2,LAS,PHX,256,7,22,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1629,1630,1854,1845,WN,3517,N793SA,85,75,49,9,-1,LAS,PHX,256,5,31,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,911,915,1120,1120,WN,3598,N770SA,69,65,45,0,-4,LAS,PHX,256,6,18,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1419,1415,1624,1620,WN,3849,N253WN,65,65,46,4,4,LAS,PHX,256,3,16,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1742,1745,40,50,WN,512,N214WN,238,245,212,-10,-3,LAS,PIT,1910,6,20,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,912,915,1611,1620,WN,594,N781WN,239,245,212,-9,-3,LAS,PIT,1910,6,21,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1605,1600,2343,2350,WN,416,N296WN,278,290,261,-7,5,LAS,PVD,2363,6,11,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1136,1120,1855,1840,WN,170,N291WN,259,260,229,15,16,LAS,RDU,2027,7,23,0,,0,7,0,0,0,8
2008,1,9,3,1727,1725,46,45,WN,1509,N901WN,259,260,229,1,2,LAS,RDU,2027,2,28,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1633,1630,1759,1755,WN,239,N324SW,86,85,61,4,3,LAS,RNO,345,3,22,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1852,1855,2010,2015,WN,298,N450WN,78,80,62,-5,-3,LAS,RNO,345,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,708,710,834,830,WN,376,N391SW,86,80,64,4,-2,LAS,RNO,345,1,21,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1845,1730,1959,1850,WN,675,N221WN,74,80,61,69,75,LAS,RNO,345,3,10,0,,0,0,0,0,0,69
2008,1,9,3,1540,1540,1658,1700,WN,709,N497WN,78,80,63,-2,0,LAS,RNO,345,2,13,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,846,840,1001,955,WN,891,N710SW,75,75,61,6,6,LAS,RNO,345,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,2153,2200,2309,2315,WN,1341,N900WN,76,75,62,-6,-7,LAS,RNO,345,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,2042,2040,2159,2155,WN,2273,N626SW,77,75,65,4,2,LAS,RNO,345,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,623,625,739,740,WN,2538,N287WN,76,75,63,-1,-2,LAS,RNO,345,2,11,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1020,1020,1152,1145,WN,2719,N458WN,92,85,63,7,0,LAS,RNO,345,4,25,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1253,1255,1415,1415,WN,3430,N793SA,82,80,61,0,-2,LAS,RNO,345,2,19,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1407,1350,1553,1510,WN,3835,N680AA,106,80,63,43,17,LAS,RNO,345,3,40,0,,0,14,0,26,0,3
2008,1,9,3,1110,1110,1228,1230,WN,3947,N642WN,78,80,62,-2,0,LAS,RNO,345,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1327,1330,1435,1435,WN,341,N491WN,68,65,41,0,-3,LAS,SAN,258,2,25,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,1217,1220,1319,1325,WN,535,N497WN,62,65,42,-6,-3,LAS,SAN,258,2,18,0,,0,NA,NA,NA,NA,NA
2008,1,9,3,2202,2050,2257,2150,WN,708,N221WN,55,60,41,67,72,LAS,SAN,258,5,9,0,,0,0,0,0,0,67
